Unnamed: 0,State,District,Reg_id,date,rainfall_mm
55,Maharashtra,YAVATMAL,4014,2020-07-26,0.0
56,Maharashtra,YAVATMAL,4015,2020-07-26,0.0
57,Maharashtra,YAVATMAL,4016,2020-07-26,0.0
58,Maharashtra,SOLAPUR,3,2020-07-28,5.7
59,Maharashtra,NANDURBAR,5,2020-05-11,0.0
60,Maharashtra,AHMEDNAGAR,1008,2020-07-27,4.4
61,Maharashtra,AMRAVATI,3009,2020-07-26,0.0
62,Maharashtra,AHMEDNAGAR,1011,2020-07-27,0.0
63,Maharashtra,AHMEDNAGAR,1014,2020-07-27,1.1
64,Maharashtra,AKOLA,2002,2020-07-27,0.0
65,Maharashtra,AMRAVATI,3004,2020-07-27,0.1
66,Maharashtra,AMRAVATI,3005,2020-07-27,0.0
67,Maharashtra,AURANGABAD,4006,2020-07-27,0.0
68,Maharashtra,HINGOLI,2004,2020-07-27,0.0
69,Maharashtra,JALGAON,3010,2020-07-27,0.0
70,Maharashtra,NAGPUR,8004,2020-07-27,0.0
71,Maharashtra,NASIK,1009,2020-07-27,0.0
72,Maharashtra,PARBHANI,3007,2020-07-27,0.0
73,Maharashtra,SATARA,8002,2020-07-27,0.0
74,Maharashtra,BULDHANA,7013,2014-10-13,0.0
75,Maharashtra,JALNA,4004,2020-07-29,1.9
76,Maharashtra,JALNA,4004,2020-07-29,1.9
77,Maharashtra,LATUR,6001,2020-07-27,0.0
78,Maharashtra,LATUR,6002,2020-07-27,0.2
79,Maharashtra,NANDED,9009,2020-07-27,0.4
80,Maharashtra,NANDED,9012,2020-07-27,0.0
81,Maharashtra,PUNE,4005,2020-07-27,0.0
82,Maharashtra,SATARA,8002,2020-07-27,0.0
83,Maharashtra,KOLHAPUR,5001,2020-07-29,2.2
84,Maharashtra,KOLHAPUR,5002,2020-07-29,2.0
85,Maharashtra,KOLHAPUR,5005,2020-07-29,3.5
86,Maharashtra,AHMEDNAGAR,1007,2020-07-28,2.1
87,Maharashtra,AHMEDNAGAR,1009,2020-07-28,2.6
88,Maharashtra,AKOLA,2007,2020-07-28,8.3
89,Maharashtra,AMRAVATI,3001,2020-07-28,16.7
90,Maharashtra,AMRAVATI,3005,2020-07-28,1.9
91,Maharashtra,AMRAVATI,3009,2020-07-28,30.9
92,Maharashtra,AMRAVATI,3014,2020-07-28,8.0
93,Maharashtra,YAVATMAL,4011,2020-07-27,0.0
94,Maharashtra,BEED,5005,2020-07-28,2.2
95,Maharashtra,BEED,5005,2020-07-28,3.6
96,Maharashtra,BHANDARA,6001,2020-07-28,15.1
97,Maharashtra,BHANDARA,6005,2020-07-28,23.4
98,Maharashtra,BULDHANA,7011,2020-07-28,4.5
99,Maharashtra,BULDHANA,7012,2020-07-28,1.6
100,Maharashtra,HINGOLI,2005,2020-07-28,22.8
101,Maharashtra,LATUR,6002,2020-07-29,5.2
102,Maharashtra,LATUR,6002,2020-07-29,3.8
103,Maharashtra,KOLHAPUR,5010,2020-07-28,3.6
104,Maharashtra,NAGPUR,8016,2020-07-28,9.9
105,Maharashtra,NANDED,9009,2020-07-28,38.0
106,Maharashtra,BHANDARA,6005,2020-07-30,0.1
107,Maharashtra,NASIK,1012,2020-07-29,9.7
108,Maharashtra,AHMEDNAGAR,1007,2020-07-26,0.0
109,Maharashtra,BEED,5004,2020-07-26,0.0
110,Maharashtra,WARDHA,2007,2020-07-29,0.0
111,Maharashtra,JALGAON,3006,2020-07-26,0.0
112,Maharashtra,JALGAON,3010,2020-07-26,0.0
113,Maharashtra,LATUR,6010,2014-06-25,0.0
114,Maharashtra,JALGAON,3011,2020-07-26,0.0
115,Maharashtra,NASIK,1010,2020-07-26,0.0
116,Maharashtra,PARBHANI,3003,2020-07-26,0.0
117,Maharashtra,PUNE,4004,2020-07-26,0.8
118,Maharashtra,PUNE,4007,2020-07-26,1.5
119,Maharashtra,PUNE,4013,2020-07-26,0.0
120,Maharashtra,AURANGABAD,4007,2014-10-19,0.0
121,Maharashtra,SATARA,8005,2020-07-26,0.4
122,Maharashtra,BULDHANA,7010,2014-10-19,0.0
123,Maharashtra,AKOLA,2002,2020-07-29,5.7
124,Maharashtra,AKOLA,2007,2020-07-29,9.3
125,Maharashtra,AMRAVATI,3001,2020-07-29,0.4
126,Maharashtra,AMRAVATI,3005,2020-07-29,0.8
127,Maharashtra,AMRAVATI,3005,2020-07-29,0.8
128,Maharashtra,AURANGABAD,4001,2020-07-29,15.1
129,Maharashtra,AURANGABAD,4006,2020-07-29,9.2
130,Maharashtra,AURANGABAD,4006,2020-07-29,5.9
131,Maharashtra,AURANGABAD,4007,2020-07-29,13.6
132,Maharashtra,BEED,5003,2020-07-29,9.9
133,Maharashtra,NAGPUR,8007,2020-07-29,0.0
134,Maharashtra,NANDED,9013,2020-07-29,4.7
135,Maharashtra,NANDED,9014,2020-07-29,9.0
136,Maharashtra,NANDED,9016,2020-07-29,0.9
137,Maharashtra,PARBHANI,3004,2020-07-29,3.6
138,Maharashtra,PUNE,4007,2020-07-29,7.0
139,Maharashtra,PUNE,4013,2020-07-29,3.5
140,Maharashtra,SANGLI,7006,2020-07-29,8.8
141,Maharashtra,SATARA,8010,2020-07-29,6.4
142,Maharashtra,SATARA,8011,2020-07-29,6.0
143,Maharashtra,WARDHA,2006,2020-07-29,0.1
144,Maharashtra,WARDHA,2007,2020-07-29,0.0
145,Maharashtra,YAVATMAL,4007,2020-07-29,0.2
146,Maharashtra,YAVATMAL,4014,2020-07-29,1.3
147,Maharashtra,YAVATMAL,4016,2020-07-29,1.5
148,Maharashtra,BEED,5007,2014-10-20,0.0
149,Maharashtra,AHMEDNAGAR,1002,2020-07-30,10.5
150,Maharashtra,AHMEDNAGAR,1011,2020-07-30,7.2
151,Maharashtra,AKOLA,2001,2020-07-30,0.5
152,Maharashtra,AMRAVATI,3013,2020-07-30,0.4
153,Maharashtra,AURANGABAD,4006,2020-07-30,14.0
154,Maharashtra,BEED,5009,2020-07-30,4.3
155,Maharashtra,BULDHANA,7001,2020-07-30,0.5
156,Maharashtra,BULDHANA,7008,2020-07-30,0.2
157,Maharashtra,JALGAON,3007,2020-07-30,0.2
158,Maharashtra,KOLHAPUR,5003,2020-07-30,0.2
159,Maharashtra,LATUR,6001,2020-07-30,3.1
160,Maharashtra,LATUR,6002,2020-07-30,6.5
161,Maharashtra,LATUR,6006,2020-07-30,3.1
162,Maharashtra,LATUR,6007,2020-07-30,0.1
163,Maharashtra,NAGPUR,8008,2020-07-30,0.1
164,Maharashtra,NANDED,9002,2020-07-30,0.0
165,Maharashtra,NANDED,9005,2020-07-30,0.0
166,Maharashtra,NASIK,1001,2020-07-30,3.8
167,Maharashtra,NASIK,1007,2020-07-30,0.2
168,Maharashtra,NASIK,1013,2020-07-30,1.5
169,Maharashtra,BHANDARA,6003,2014-10-18,0.0
170,Maharashtra,OSMANABAD,2004,2020-07-30,3.0
171,Maharashtra,OSMANABAD,2005,2020-07-30,6.9
172,Maharashtra,PARBHANI,3001,2020-07-30,0.0
173,Maharashtra,PUNE,4004,2020-07-30,1.8
174,Maharashtra,PUNE,4014,2020-07-30,0.1
175,Maharashtra,SANGLI,7006,2020-07-30,3.0
176,Maharashtra,SATARA,8009,2020-07-30,1.1
177,Maharashtra,SATARA,8010,2020-07-30,2.7
178,Maharashtra,SATARA,8010,2020-07-30,2.7
179,Maharashtra,SOLAPUR,2,2020-07-30,0.1
180,Maharashtra,SOLAPUR,3,2020-07-30,0.5
181,Maharashtra,SOLAPUR,5,2020-07-30,3.0
182,Maharashtra,SOLAPUR,9,2020-07-30,1.0
183,Maharashtra,WARDHA,2003,2020-07-30,0.2
184,Maharashtra,YAVATMAL,4009,2020-07-30,0.4
185,Maharashtra,AHMEDNAGAR,1001,2020-07-31,8.1
186,Maharashtra,AHMEDNAGAR,1014,2020-07-31,8.9
187,Maharashtra,AKOLA,2001,2020-07-31,0.4
188,Maharashtra,AKOLA,2004,2020-07-31,2.2
189,Maharashtra,AKOLA,2005,2020-07-31,1.3
190,Maharashtra,AMRAVATI,3007,2020-07-31,0.4
191,Maharashtra,AMRAVATI,3009,2020-07-31,5.5
192,Maharashtra,BEED,5001,2020-07-31,9.2
193,Maharashtra,BHANDARA,6001,2020-07-31,0.8
194,Maharashtra,BHANDARA,6004,2020-07-31,0.1
195,Maharashtra,BULDHANA,7004,2020-07-31,26.4
196,Maharashtra,BULDHANA,7010,2020-07-31,0.2
197,Maharashtra,DHULE,9004,2020-07-31,0.9
198,Maharashtra,JALNA,4001,2020-07-31,0.1
199,Maharashtra,KOLHAPUR,5001,2020-07-31,2.2
200,Maharashtra,KOLHAPUR,5011,2020-07-31,0.0
201,Maharashtra,NAGPUR,8005,2020-07-31,0.0
202,Maharashtra,NANDED,9013,2020-07-31,4.4
203,Maharashtra,NASIK,1013,2020-07-31,11.4
204,Maharashtra,OSMANABAD,2007,2020-07-31,2.2
205,Maharashtra,PUNE,4003,2020-07-31,6.0
206,Maharashtra,PUNE,4012,2020-07-31,6.7
207,Maharashtra,PUNE,4014,2020-07-31,7.2
208,Maharashtra,SANGLI,7009,2020-07-31,6.0
209,Maharashtra,SATARA,8001,2020-07-31,6.7
210,Maharashtra,SATARA,8004,2020-07-31,2.0
211,Maharashtra,SATARA,8008,2020-07-31,0.0
212,Maharashtra,SATARA,8010,2020-07-31,0.4
213,Maharashtra,SOLAPUR,2,2020-07-31,9.4
214,Maharashtra,WARDHA,2001,2020-07-31,1.1
215,Maharashtra,WARDHA,2003,2020-07-31,4.3
216,Maharashtra,WARDHA,2006,2020-07-31,2.1
217,Maharashtra,WARDHA,2007,2020-07-31,2.7
218,Maharashtra,YAVATMAL,4001,2020-07-31,24.6
219,Maharashtra,YAVATMAL,4006,2020-07-31,0.9
220,Maharashtra,YAVATMAL,4009,2020-07-31,7.7
221,Maharashtra,YAVATMAL,4013,2020-07-31,13.8
222,Maharashtra,YAVATMAL,4013,2020-07-31,13.8
223,Maharashtra,AHMEDNAGAR,1003,2020-08-01,0.0
224,Maharashtra,AHMEDNAGAR,1006,2020-08-01,2.7
225,Maharashtra,AHMEDNAGAR,1008,2020-08-01,3.2
226,Maharashtra,AHMEDNAGAR,1012,2020-08-01,1.6
227,Maharashtra,AKOLA,2004,2020-08-01,0.2
228,Maharashtra,AURANGABAD,4003,2020-08-01,1.3
229,Maharashtra,AURANGABAD,4005,2020-08-01,1.8
230,Maharashtra,AURANGABAD,4006,2020-08-01,6.0
231,Maharashtra,BHANDARA,6006,2020-08-01,8.4
232,Maharashtra,BULDHANA,7010,2020-08-01,1.8
233,Maharashtra,BULDHANA,7012,2020-08-01,3.1
234,Maharashtra,JALGAON,3005,2020-08-01,0.2
235,Maharashtra,JALGAON,3009,2020-08-01,1.1
236,Maharashtra,JALGAON,3011,2020-08-01,0.2
237,Maharashtra,JALGAON,3012,2020-08-01,0.8
238,Maharashtra,JALGAON,3015,2020-08-01,0.2
239,Maharashtra,JALNA,4002,2020-08-01,2.1
240,Maharashtra,JALNA,4007,2020-08-01,1.1
241,Maharashtra,LATUR,6006,2020-08-01,3.6
242,Maharashtra,LATUR,6007,2020-08-01,5.4
243,Maharashtra,LATUR,6007,2020-08-01,0.5
244,Maharashtra,LATUR,6009,2020-08-01,0.2
245,Maharashtra,NANDED,9007,2020-08-01,31.9
246,Maharashtra,NASIK,1001,2020-08-01,0.8
247,Maharashtra,OSMANABAD,2004,2020-08-01,2.1
248,Maharashtra,OSMANABAD,2005,2020-08-01,0.1
249,Maharashtra,PARBHANI,3002,2020-08-01,3.9
250,Maharashtra,PUNE,4007,2020-08-01,1.1
251,Maharashtra,SANGLI,7005,2020-08-01,0.0
252,Maharashtra,SANGLI,7009,2020-08-01,0.5
253,Maharashtra,WARDHA,2005,2020-08-01,10.4
254,Maharashtra,WARDHA,2007,2020-08-01,3.7
255,Maharashtra,WARDHA,2008,2020-08-01,3.1
256,Maharashtra,YAVATMAL,4004,2020-08-01,2.6
257,Maharashtra,YAVATMAL,4012,2020-08-01,27.1
258,Maharashtra,JALGAON,3012,2015-03-06,0.0
259,Maharashtra,BHANDARA,6005,2020-02-28,0.0
260,Maharashtra,AMRAVATI,3003,2020-07-28,1.6
261,Maharashtra,HINGOLI,2004,2020-07-28,13.7
262,Maharashtra,JALGAON,3010,2020-07-28,0.1
263,Maharashtra,JALGAON,3011,2020-07-28,2.1
264,Maharashtra,NASIK,1007,2020-07-28,0.8
265,Maharashtra,NASIK,1014,2020-07-28,0.4
266,Maharashtra,OSMANABAD,2006,2020-07-28,17.7
267,Maharashtra,PUNE,4003,2020-07-28,5.0
268,Maharashtra,SOLAPUR,8,2018-01-21,0.0
269,Maharashtra,PUNE,4007,2020-07-28,3.2
270,Maharashtra,BULDHANA,7010,2014-05-11,0.0
271,Maharashtra,LATUR,6009,2014-05-16,0.0
272,Maharashtra,NASIK,1006,2014-11-12,0.0
273,Maharashtra,PARBHANI,3007,2015-03-08,0.0
274,Maharashtra,JALGAON,3012,2015-03-16,0.0
275,Maharashtra,,7004,2014-11-10,0.0
276,Maharashtra,NAGPUR,8016,2015-03-22,0.0
277,Maharashtra,YAVATMAL,4013,2014-10-31,0.0
278,Maharashtra,PARBHANI,3002,2014-11-04,0.0
279,Maharashtra,JALNA,4005,2014-11-12,0.0
280,Maharashtra,WARDHA,2004,2014-11-19,0.0
281,Maharashtra,YAVATMAL,4015,2015-10-25,0.0
282,Maharashtra,NANDED,9016,2018-01-21,0.0
283,Maharashtra,LATUR,6006,2014-01-10,0.0
284,Maharashtra,NAGPUR,8013,2017-08-21,0.0
285,Maharashtra,YAVATMAL,4001,2015-01-12,0.0
286,Maharashtra,OSMANABAD,2001,2017-04-18,0.0
287,Maharashtra,KOLHAPUR,5011,2018-02-11,0.0
288,Maharashtra,JALGAON,3002,2018-12-18,0.0
289,Maharashtra,RAIGAD,5012,2022-03-26,0.0
290,Maharashtra,RAIGAD,5011,2022-03-26,0.0
291,Maharashtra,NAGPUR,8004,2019-05-01,0.0
292,Maharashtra,SOLAPUR,2,2018-12-12,0.0
293,Maharashtra,WASHIM,3005,2018-12-18,0.0
294,Maharashtra,YAVATMAL,4010,2014-05-17,0.0
295,Maharashtra,YAVATMAL,4008,2014-01-11,0.0
296,Maharashtra,JALGAON,3003,2014-05-06,0.0
297,Maharashtra,BULDHANA,7002,2014-05-18,0.0
298,Maharashtra,PUNE,4004,2014-06-08,0.0
299,Maharashtra,JALGAON,3007,2015-01-02,0.0
300,Maharashtra,SANGLI,7005,2015-01-13,0.0
301,Maharashtra,JALGAON,3002,2015-03-23,0.0
302,Maharashtra,SOLAPUR,7,2014-01-16,0.0
303,Maharashtra,BULDHANA,7008,2014-05-05,0.0
304,Maharashtra,YAVATMAL,4003,2018-10-15,0.0
305,Maharashtra,YAVATMAL,4002,2018-12-11,0.0
306,Maharashtra,RAIGAD,5015,2022-03-26,0.0
307,Maharashtra,SANGLI,7007,2015-06-16,0.0
308,Maharashtra,LATUR,6004,2015-06-30,0.0
309,Maharashtra,NASIK,1013,2014-01-23,0.0
310,Maharashtra,WASHIM,3006,2019-11-13,0.0
311,Maharashtra,RAIGAD,5013,2022-03-26,0.0
312,Maharashtra,NAGPUR,8012,2018-04-23,0.0
313,Maharashtra,NASIK,1015,2019-11-18,0.0
314,Maharashtra,WARDHA,2007,2015-04-28,0.0
315,Maharashtra,AURANGABAD,4009,2015-04-29,0.0
316,Maharashtra,BHANDARA,6006,2015-05-06,0.0
317,Maharashtra,AMRAVATI,3006,2018-01-27,0.0
318,Maharashtra,WARDHA,2004,2015-05-17,0.0
319,Maharashtra,NASIK,1011,2015-05-29,0.0
320,Maharashtra,AMRAVATI,3009,2015-06-21,88.18437
321,Maharashtra,NASIK,1015,2015-07-02,0.0
322,Maharashtra,SANGLI,7009,2019-02-06,0.0
323,Maharashtra,SANGLI,7003,2014-02-07,0.0
324,Maharashtra,BHANDARA,6003,2015-05-09,0.0
325,Maharashtra,AURANGABAD,4002,2015-05-16,0.0
326,Maharashtra,BULDHANA,7002,2015-08-02,0.0
327,Maharashtra,LATUR,6008,2015-08-23,0.0
328,Maharashtra,NASIK,1011,2014-02-12,0.0
329,Maharashtra,SANGLI,7008,2018-01-27,0.0
330,Maharashtra,NAGPUR,8016,2018-01-27,0.0
331,Maharashtra,KOLHAPUR,5002,2018-01-27,0.0
332,Maharashtra,SOLAPUR,1,2018-01-27,0.0
333,Maharashtra,JALNA,4002,2015-07-07,0.0
334,Maharashtra,SATARA,8009,2018-01-27,0.0
335,Maharashtra,BULDHANA,7008,2015-07-08,0.0
336,Maharashtra,SANGLI,7001,2015-07-17,0.0
337,Maharashtra,JALGAON,3001,2015-07-20,10.257031
338,Maharashtra,HINGOLI,2002,2015-07-29,0.0
339,Maharashtra,NAGPUR,8002,2015-08-24,0.0
340,Maharashtra,AURANGABAD,4008,2016-10-28,0.0
341,Maharashtra,LATUR,6001,2015-07-28,0.0
342,Maharashtra,NAGPUR,8003,2015-07-30,0.0
343,Maharashtra,WASHIM,3005,2015-08-09,0.0
344,Maharashtra,NASIK,1008,2015-07-16,0.0
345,Maharashtra,PARBHANI,3009,2015-10-27,0.0
346,Maharashtra,PARBHANI,3008,2016-05-07,0.0
347,Maharashtra,AKOLA,2002,2015-10-25,0.0
348,Maharashtra,KOLHAPUR,5006,2015-10-25,0.0
349,Maharashtra,KOLHAPUR,5012,2015-11-16,0.0
350,Maharashtra,LATUR,6009,2015-11-24,0.0
351,Maharashtra,HINGOLI,2005,2015-11-25,0.0
352,Maharashtra,AURANGABAD,4002,2016-01-13,0.0
353,Maharashtra,WARDHA,2005,2016-01-04,0.0
354,Maharashtra,NANDED,9011,2016-02-15,0.0
355,Maharashtra,DHULE,9003,2016-02-16,0.0
356,Maharashtra,YAVATMAL,4014,2016-02-17,0.0
357,Maharashtra,BEED,5003,2016-03-04,0.0
358,Maharashtra,NASIK,1002,2016-03-05,0.0
359,Maharashtra,LATUR,6004,2016-03-18,0.0
360,Maharashtra,PUNE,4010,2016-03-27,0.0
361,Maharashtra,AKOLA,2006,2016-04-04,0.0
362,Maharashtra,NASIK,1011,2016-04-04,0.0
363,Maharashtra,KOLHAPUR,5006,2016-04-10,0.0
364,Maharashtra,JALGAON,3004,2016-04-27,0.0
365,Maharashtra,SOLAPUR,6,2016-05-04,0.0
366,Maharashtra,KOLHAPUR,5001,2015-11-11,0.0
367,Maharashtra,BEED,5004,2016-02-23,0.0
368,Maharashtra,AURANGABAD,4001,2016-04-06,0.0
369,Maharashtra,AHMEDNAGAR,1002,2016-05-04,0.0
370,Maharashtra,HINGOLI,2003,2016-01-01,0.0
371,Maharashtra,SATARA,8006,2016-03-02,0.0
372,Maharashtra,OSMANABAD,2007,2016-03-29,0.0
373,Maharashtra,RATNAGIRI,6002,2022-03-26,0.0023920569
374,Maharashtra,DHULE,9002,2016-06-07,0.0
375,Maharashtra,JALGAON,3001,2018-01-31,0.0
376,Maharashtra,KOLHAPUR,5005,2017-01-18,0.0
377,Maharashtra,JALGAON,3008,2018-01-31,0.0
378,Maharashtra,AMRAVATI,3005,2018-01-31,0.0
379,Maharashtra,GONDIA,1003,2018-01-31,0.0
380,Maharashtra,AURANGABAD,4009,2018-01-31,0.0
381,Maharashtra,KOLHAPUR,5011,2018-01-31,0.0
382,Maharashtra,AURANGABAD,4003,2018-01-31,0.0
383,Maharashtra,JALGAON,3003,2018-01-31,0.0
384,Maharashtra,AMRAVATI,3013,2018-01-31,0.0
385,Maharashtra,AMRAVATI,3010,2018-01-31,0.0
386,Maharashtra,JALNA,4007,2018-01-31,0.0
387,Maharashtra,NAGPUR,8012,2016-05-30,0.0
388,Maharashtra,JALNA,4004,2016-06-01,0.0
389,Maharashtra,NASIK,1001,2016-06-02,0.0
390,Maharashtra,LATUR,6001,2016-06-21,0.0
391,Maharashtra,PUNE,4011,2016-07-13,0.0
392,Maharashtra,AURANGABAD,4009,2016-08-13,0.0
393,Maharashtra,YAVATMAL,4011,2016-05-26,0.0
394,Maharashtra,BULDHANA,7013,2016-08-12,0.0
395,Maharashtra,JALGAON,3006,2016-08-14,0.0
396,Maharashtra,SANGLI,7001,2016-06-17,0.0
397,Maharashtra,JALGAON,3002,2016-07-14,0.0
398,Maharashtra,SATARA,8004,2016-07-15,0.0
399,Maharashtra,AHMEDNAGAR,1003,2018-01-31,0.0
400,Maharashtra,JALGAON,3004,2016-08-26,0.0
401,Maharashtra,SOLAPUR,3,2018-01-31,0.0
402,Maharashtra,PUNE,4009,2018-02-01,0.0
403,Maharashtra,LATUR,6009,2018-02-01,0.0
404,Maharashtra,NAGPUR,8016,2018-02-01,0.0
405,Maharashtra,SATARA,8011,2018-02-01,0.0
406,Maharashtra,PARBHANI,3007,2018-02-01,0.0
407,Maharashtra,SATARA,8010,2018-02-01,0.0
408,Maharashtra,WASHIM,3005,2018-02-01,0.0
409,Maharashtra,NANDED,9001,2016-08-17,0.0
410,Maharashtra,NASIK,1001,2018-02-01,0.0
411,Maharashtra,SANGLI,7001,2018-02-01,0.0
412,Maharashtra,BHANDARA,6001,2016-09-15,0.0
413,Maharashtra,NASIK,1010,2016-10-07,0.0
414,Maharashtra,AMRAVATI,3004,2016-11-13,0.0
415,Maharashtra,SANGLI,7006,2017-01-13,0.0
416,Maharashtra,AURANGABAD,4009,2016-10-23,0.0
417,Maharashtra,PARBHANI,3001,2016-11-03,0.0
418,Maharashtra,YAVATMAL,4016,2017-01-25,0.0
419,Maharashtra,AKOLA,2002,2016-09-27,0.0
420,Maharashtra,AHMEDNAGAR,1003,2018-02-01,0.0
421,Maharashtra,PARBHANI,3003,2017-03-31,0.0
422,Maharashtra,RATNAGIRI,6008,2022-03-26,0.2569751
423,Maharashtra,HINGOLI,2001,2014-02-19,0.0
424,Maharashtra,RATNAGIRI,6009,2022-03-26,0.0032810357
425,Maharashtra,NASIK,1001,2018-02-13,0.0
426,Maharashtra,DHULE,9004,2018-03-31,0.0
427,Maharashtra,AHMEDNAGAR,1009,2017-04-28,0.0
428,Maharashtra,PARBHANI,3005,2017-05-21,0.0
429,Maharashtra,PARBHANI,3008,2017-04-28,0.0
430,Maharashtra,BULDHANA,7002,2017-02-09,0.0
431,Maharashtra,NASIK,1011,2017-03-23,0.0
432,Maharashtra,WASHIM,3001,2017-05-05,0.0
433,Maharashtra,BEED,5011,2017-05-22,0.0
434,Maharashtra,PUNE,4011,2017-08-08,0.0
435,Maharashtra,PARBHANI,3001,2018-02-25,0.0
436,Maharashtra,BHANDARA,6004,2018-05-24,0.0
437,Maharashtra,KOLHAPUR,5009,2018-04-10,0.0
438,Maharashtra,JALGAON,3008,2018-04-02,0.0
439,Maharashtra,BULDHANA,7011,2018-04-07,0.0
440,Maharashtra,NASIK,1005,2018-04-12,0.0
441,Maharashtra,AKOLA,2003,2018-03-23,0.0
442,Maharashtra,BULDHANA,7008,2018-05-07,0.0
443,Maharashtra,WASHIM,3002,2017-08-31,0.0
444,Maharashtra,BULDHANA,7002,2017-09-05,0.0
445,Maharashtra,PUNE,4007,2018-04-29,0.0
446,Maharashtra,AURANGABAD,4005,2018-06-09,0.0
447,Maharashtra,NANDED,9009,2014-02-24,0.0
448,Maharashtra,JALGAON,3014,2014-02-23,0.0
449,Maharashtra,SOLAPUR,10,2014-02-24,0.0
450,Maharashtra,OSMANABAD,2002,2014-02-24,0.0
451,Maharashtra,SATARA,8004,2014-02-24,0.0
452,Maharashtra,DHULE,9004,2018-07-29,0.0
453,Maharashtra,JALGAON,3002,2018-08-06,0.0
454,Maharashtra,NASIK,1001,2018-05-30,0.0
455,Maharashtra,JALGAON,3007,2018-06-08,0.0
456,Maharashtra,PARBHANI,3005,2018-07-28,0.0
457,Maharashtra,LATUR,6002,2018-08-03,0.0
458,Maharashtra,SOLAPUR,8,2018-08-10,0.0
459,Maharashtra,JALGAON,3001,2018-08-12,0.0
460,Maharashtra,AHMEDNAGAR,1002,2018-08-03,0.0
461,Maharashtra,AURANGABAD,4008,2018-09-01,0.0
462,Maharashtra,WASHIM,3005,2018-09-10,0.0
463,Maharashtra,AURANGABAD,4008,2018-09-12,0.0
464,Maharashtra,NANDED,9011,2018-10-16,0.0
465,Maharashtra,PUNE,4010,2019-02-25,0.0
466,Maharashtra,AMRAVATI,3003,2018-09-28,0.0
467,Maharashtra,NASIK,1006,2018-09-17,0.0
468,Maharashtra,PARBHANI,3008,2018-11-18,0.0
469,Maharashtra,YAVATMAL,4006,2019-01-18,0.0
